ID,name1,name2,grow,modelredWorked,taxid,taxname,species,SEEDId,speciesSynonym,HabitatPrimary,Temperature,Oxygen,Gram,Microbiome,GTDB_Phylum,GTDB_Class,GTDB_Order,NCBI_Phylum,NCBI_Class,NCBI_Order,GenomeSize,ProteinCount,Taxonomy,habID,MDID,GTDBID,hasHabitatPrimary,isFresh_water,isHost,isHuman,isMarine,isOther,isSoil,hasTemperature,isMesophile,isPsychrophile,isThermophile,hasOxygen,isAerobe,isAnaerobe,isFacultative,hasGram,isNegative,isPositive,hasTaxonomy,isActinobacteria,isAlphaproteobacteria,isAquificae,isBacteroidetes,isBetaproteobacteria,isChlamydiae,isChlorobi,isDeinococcus-Thermus,isDeltaproteobacteria,isEpsilonproteobacteria,isFirmicutes,isGammaproteobacteria,isSpirochaetes,isTenericutes
12,Seed163164,model12,TRUE,0,163164,Wolbachia endosymbiont of Drosophila melanogaster,Wolbachia endosymbiont,163164.1,"Wolbachia (endosymbiont of Drosophila melanogaster), Wolbachia endosymbiont of Drosophila melanogaster, Wolbachia pipientis wMel, Wolbachia sp. wMel",Host,Mesophile,Aerobe,Negative,Negative,Proteobacteria,Alphaproteobacteria,Rickettsiales,Proteobacteria,Alphaproteobacteria,Rickettsiales,1237996,1228,Alphaproteobacteria,1334,1775,RS_GCF_014354345.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13,Seed164546,model13,TRUE,1,164546,Cupriavidus taiwanensis,Cupriavidus taiwanensis,164546.7,"CCUG 44338, CIP 107171, Cupriavidus taiwanensis (Chen et al. 2001) Vandamme and Coenye 2004, Cupriavidus taiwanensis, LMG 19424, LMG:19424, Ralstonia taiwanensis Chen et al. 2001, Ralstonia taiwanensis, strain R1, Wautersia taiwanensis (Chen et al. 2001) Vaneechoutte et al. 2004, Wautersia taiwanensis",,,,Negative,,Proteobacteria,Gammaproteobacteria,Burkholderiales,Proteobacteria,Betaproteobacteria,Burkholderiales,6668242,5912,Betaproteobacteria,408,4720,RS_GCF_900249715.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15,Seed169963,model15,TRUE,1,169963,Listeria monocytogenes EGD-e,Listeria monocytogenes,169963.1,"Listeria monocytogenes ATCC BAA-679, Listeria monocytogenes EGDe, Listeria monocytogenes EGD-e, Listeria monocytogenes strain EGD-e, Listeria monocytogenes str. EGD-e","Soil,Fresh water,Human",Mesophile,Facultative,,Positive,Firmicutes,Bacilli,Lactobacillales,Firmicutes,Bacilli,Bacillales,2944523,2877,Firmicutes,719,5073,RS_GCF_009866885.1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
16,Seed170187,model16,TRUE,0,170187,Streptococcus pneumoniae TIGR4,Streptococcus pneumoniae,170187.1,"Streptococcus pneumoniae ATCC BAA-334, Streptococcus pneumoniae TIGR4",Human,Mesophile,Facultative,,,Firmicutes,Bacilli,Lactobacillales,Firmicutes,Bacilli,Lactobacillales,2160842,2124,Firmicutes,1178,,RS_GCF_000006885.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
18,Seed176299,model18,TRUE,1,176299,Agrobacterium fabrum str. C58,Agrobacterium fabrum,176299.3,"Agrobacterium fabrum str. C58, Agrobacterium tumefaciens (strain C58 / ATCC 33970), Agrobacterium tumefaciens (strain C58), Agrobacterium tumefaciens str. C58 (Cereon), Agrobacterium tumefaciens str. C58 (Dupont), Agrobacterium tumefaciens str. C58, Agrobacterium tumefaciens str. C58 (U. Washington), Rhizobium radiobacter str. C58 (Cereon), Rhizobium radiobacter str. C58 (Dupont), Rhizobium radiobacter str. C58 (U. Washington)",Host,Mesophile,Aerobe,Negative,Negative,Proteobacteria,Alphaproteobacteria,Rhizobiales,Proteobacteria,Alphaproteobacteria,Rhizobiales,5147408,4795,Alphaproteobacteria,43,1870,RS_GCF_007679885.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19,Seed177416,model19,TRUE,1,177416,Francisella tularensis subsp.tularensis SCHU S4,Francisella tularensis,177416.3,"Francisella tularensis Biovar A str. Schu 4, Francisella tularensis Biovar A str. SCHU S4, Francisella tularensis subsp. tularensis Schu 4, Francisella tularensis subsp. tularensis SCHU S4, Francisella tularensis subsp. tularensis strain SCHU S4, Francisella tularensis subsp. tularensis str. SCHU S4","Host,Fresh water",Mesophile,Aerobe,Negative,Negative,Proteobacteria,Gammaproteobacteria,Francisellales,Proteobacteria,Gammaproteobacteria,Thiotrichales,1892789,2033,Gammaproteobacteria,547,5245,RS_GCF_000833535.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
20,Seed189518,model20,TRUE,1,189518,Leptospira interrogans serovar Lai str. 56601,Leptospira interrogans,189518.1,Leptospira interrogans serovar Lai str. 56601,"Host,Soil,Fresh water",Mesophile,Aerobe,Negative,Positive,Spirochaetota,Leptospirae,Leptospirales,Spirochaetes,Spirochaetia,Leptospirales,4698134,3785,Spirochaetes,706,6896,RS_GCF_000092565.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
22,Seed192222,model22,TRUE,1,192222,Campylobacter jejuni subsp.jejuni NCTC 11168 = ATCC 700819,Campylobacter jejuni,192222.1,"Campylobacter jejuni subsp. jejuni ATCC 700819 = NCTC 11168, Campylobacter jejuni subsp. jejuni ATCC 700819, Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819, Campylobacter jejuni subsp. jejuni NCTC 11168",Host,Mesophile,Aerobe,Negative,Negative,Campylobacterota,Campylobacteria,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Campylobacterales,1641481,1658,Epsilonproteobacteria,252,6708,RS_GCF_000009085.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
23,Seed194439,model23,TRUE,1,194439,Chlorobium tepidum TLS,Chlorobium tepidum,194439.1,"Chlorobaculum tepidum TLS, Chlorobium tepidum TLS",Fresh water,Thermophile,Anaerobe,,,Bacteroidota,Chlorobia,Chlorobiales,Chlorobi,Chlorobia,Chlorobiales,2154946,2009,Chlorobi,332,,RS_GCF_000006985.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24,Seed198094,model24,TRUE,1,198094,Bacillus anthracis str. Ames,Bacillus anthracis,198094.1,"Bacillus anthracis Ames, Bacillus anthracis (strain Ames), Bacillus anthracis strain Ames, Bacillus anthracis str. Ames",Soil,Mesophile,Aerobe,Positive,Negative,Firmicutes,Bacilli,Bacillales,Firmicutes,Bacilli,Bacillales,5227293,5474,Firmicutes,93,6715,RS_GCF_000007845.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
25,Seed205914,model25,TRUE,1,205914,Haemophilus somnus 129PT,Haemophilus somnus,205914.11,"Haemophilus somnus 129PT, Histophilus somni 129PT, Histophilus somni str. 129PT",Host,Mesophile,Facultative,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Proteobacteria,Gammaproteobacteria,Pasteurellales,2012878,1829,Gammaproteobacteria,598,,RS_GCF_000011785.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
26,Seed205918,model26,TRUE,1,205918,Pseudomonas syringae pv. syringae B728a,Pseudomonas syringae,205918.4,"Pseudomonas syringae pv. syringae B728a, Pseudomonas syringae pv. syringae strain B728a, Pseudomonas syringae pv. syringae str. B728a",Other,Mesophile,Aerobe,Negative,Negative,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Pseudomonadales,6093698,5207,Gammaproteobacteria,964,182,RS_GCF_000012245.1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
27,Seed205922,model27,TRUE,1,205922,Pseudomonas fluorescens Pf0-1,Pseudomonas fluorescens,205922.3,"Pseudomonas fluorescens Pf0-1, Pseudomonas fluorescens strain Pf0-1, Pseudomonas fluorescens str. Pf0-1",Soil,Mesophile,Aerobe,Negative,Positive,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Pseudomonadales,6438405,5739,Gammaproteobacteria,952,5491,RS_GCF_000012445.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
28,Seed206672,model28,TRUE,1,206672,Bifidobacterium longum NCC2705,Bifidobacterium longum,206672.1,"Bifidobacterium longum NCC2705, Bifidobacterium longum str. NCC2705",Human,Mesophile,Anaerobe,Positive,Positive,Actinobacteriota,Actinomycetia,Actinomycetales,Actinobacteria,Actinobacteria,Bifidobacteriales,2260266,1833,Actinobacteria,159,5119,RS_GCF_000007525.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29,Seed207559,model29,TRUE,1,207559,Desulfovibrio alaskensis G20,Desulfovibrio alaskensis,207559.3,"Desulfovibrio alaskensis G20, Desulfovibrio alaskensis strain G20, Desulfovibrio alaskensis str. G20, Desulfovibrio desulfuricans subsp. desulfuricans str. G20",,Mesophile,Anaerobe,Negative,,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,3730232,3348,Deltaproteobacteria,451,3586,RS_GCF_000012665.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
30,Seed208964,model30,TRUE,1,208964,Pseudomonas aeruginosa PAO1,Pseudomonas aeruginosa,208964.1,"Pseudomonas aeruginosa PAO1, Pseudomonas sp. PAO1","Host,Soil,Fresh water",Mesophile,Aerobe,Negative,Positive,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Pseudomonadales,6256735,5728,Gammaproteobacteria,947,4921,GB_GCA_014639105.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
31,Seed210007,model31,TRUE,1,210007,Streptococcus mutans UA159,Streptococcus mutans,210007.1,"Streptococcus mutans str. UA159, Streptococcus mutans UA159",Host,Mesophile,Facultative,Positive,Positive,Firmicutes,Bacilli,Lactobacillales,Firmicutes,Bacilli,Lactobacillales,2032925,1897,Firmicutes,1160,1151,RS_GCF_000007465.2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
32,Seed211110,model32,TRUE,1,211110,Streptococcus agalactiae NEM316,Streptococcus agalactiae,211110.1,"Streptococcus agalactiae NEM316, Streptococcus agalactiae str. NEM316",Host,Mesophile,Facultative,Positive,Negative,Firmicutes,Bacilli,Lactobacillales,Firmicutes,Bacilli,Lactobacillales,2211485,2140,Firmicutes,1150,3527,RS_GCF_000196055.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
33,Seed211586,model33,TRUE,1,211586,Shewanella oneidensis MR-1,Shewanella oneidensis,211586.9,"Shewanella oneidensis ATCC 700550, Shewanella oneidensis MR-1, Shewanella oneidensis strain MR-1, Shewanella oneidensis str. MR-1, Shewanella sp. MR-1",Fresh water,Mesophile,Facultative,Negative,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Proteobacteria,Gammaproteobacteria,Alteromonadales,5131424,4595,Gammaproteobacteria,1085,6294,RS_GCF_000146165.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
34,Seed212717,model34,TRUE,1,212717,Clostridium tetani E88,Clostridium tetani,212717.1,"Clostridium tetani E88, Clostridium tetani str. E88",Host,Mesophile,Anaerobe,Positive,Negative,Firmicutes_A,Clostridia,Clostridiales,Firmicutes,Clostridia,Clostridiales,2873333,2799,Firmicutes,375,7356,RS_GCF_000007625.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
35,Seed216596,model35,TRUE,1,216596,Rhizobium leguminosarum bv. viciae 3841,Rhizobium leguminosarum,216596.1,"Rhizobium leguminosarum bv. viciae 3841, Rhizobium leguminosarum bv. viciae str. 3841",Host,Mesophile,Aerobe,Negative,,Proteobacteria,Alphaproteobacteria,Rhizobiales,Proteobacteria,Alphaproteobacteria,Rhizobiales,7751309,7356,Alphaproteobacteria,989,4499,RS_GCF_000009265.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36,Seed217,model36,TRUE,1,217,Helicobacter mustelae,Helicobacter mustelae,217.1,"ATCC 43772, Campylobacter mustelae (Fox et al. 1988) Fox et al. 1989, Campylobacter mustelae, Campylobacter pylori mustelae, Campylobacter pylori subsp. mustelae Fox et al. 1988, Campylobacter pylori subsp. mustelae, CCUG 25715, CIP 103759, Helicobacter mustelae (Fox et al. 1988) Goodwin et al. 1989, Helicobacter mustelae, LMG 13647, LMG:13647, NCTC 12198, strain R85-13-6",Host,Mesophile,Aerobe,Negative,Negative,Campylobacterota,Campylobacteria,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Campylobacterales,1693077,1534,Epsilonproteobacteria,612,4952,RS_GCF_900451085.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
37,Seed220664,model37,TRUE,1,220664,Pseudomonas protegens Pf-5,Pseudomonas protegens,220664.3,"Pseudomonas fluorescens Pf-5, Pseudomonas protegens Pf-5, Pseudomonas protegens strain Pf-5, Pseudomonas protegens str. Pf-5, Pseudomonas sp. Pf-5","Soil,Fresh water",Mesophile,Aerobe,Negative,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Pseudomonadales,7074893,6276,Gammaproteobacteria,951,722,RS_GCF_000012265.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
